pressure_mean,pressure_std,movement_count,fft_peak_ratio,turn_flag,stage
29.13757227545186,8.00780891476808,2,0.17889026650438195,1,light_sleep
42.23516177074939,6.389191187095921,2,0.23866742198809865,0,light_sleep
29.92556037768047,5.529643981524919,6,0.201318701219945,0,light_sleep
40.982770504754626,9.724783455107977,6,0.8821736742379017,0,light_sleep
36.92184819285666,6.867907131544394,1,0.16415664386213616,0,light_sleep
45.56293858602948,9.369102884807226,1,0.7252932540900942,0,light_sleep
40.70674254541288,7.713069745905836,2,0.3755297079118026,1,light_sleep
36.508267097575754,10.380639083951143,3,0.42166345520655424,0,restless
42.69511246427491,8.813128264009729,5,0.8995338850925697,0,light_sleep
46.07058623404187,4.784186897599046,3,0.6576862293021575,0,light_sleep
64.35123240639432,7.744519505577298,6,0.4689355117428562,0,light_sleep
47.51675843416871,9.209520410173344,3,0.763665175938903,0,light_sleep
49.18016292012959,8.240216111505987,2,0.4798428894496616,0,light_sleep
47.10961999598924,9.64797168494722,5,0.24387293812195773,1,light_sleep
19.080120924473448,7.578498017752617,2,0.3618126953366384,0,light_sleep
36.25761830334349,10.105741438300525,3,0.5483287830033862,1,restless
16.928330146326015,3.2794065150904665,5,0.23545526991079202,1,light_sleep
35.355169164318895,2.781468652289541,4,0.6114527345353691,0,light_sleep
32.36292528895394,10.010404248779409,4,0.5466927378779384,0,restless
38.39743170452284,10.810247343969419,4,0.6767989865134033,0,restless
48.683586070361585,8.596659715057742,3,0.6655758258000102,0,light_sleep
35.41265556584857,3.672737043809435,2,0.6955509414577221,0,light_sleep
42.95979765566564,10.205622876122902,1,0.23725886766945134,0,restless
48.09992669327219,2.3962071195757275,4,0.8577898437762392,0,light_sleep
50.83643984983214,2.415106976667107,6,0.8858884071113925,0,light_sleep
46.61863742958992,5.950006154167843,4,0.5620278421008192,0,light_sleep
47.71624172380011,7.76702824009444,6,0.4300299619104109,1,light_sleep
33.10879135430164,11.890487994008389,1,0.18742597726756102,0,restless
44.90162605636413,4.230329373972469,3,0.1741382412644307,1,light_sleep
42.604674020652624,5.37506656209446,6,0.7080813707800139,1,light_sleep
59.732072467841775,3.4428641653545418,4,0.6313007055188214,0,light_sleep
39.284586795834855,4.346309088683082,5,0.725815331433963,1,light_sleep
40.620030711175765,5.778181873484816,1,0.6049663828854216,0,light_sleep
21.00635767699225,8.27059095920143,2,0.774995202428984,0,light_sleep
41.802427864515124,3.0336672635560626,3,0.30138082910658304,0,light_sleep
47.77978354640457,9.102772040108125,4,0.8916367949988125,0,light_sleep
48.363393651111224,4.545593698393857,1,0.5443282632020134,0,deep_sleep
30.529763732083794,7.74329291751261,3,0.4087692056052724,0,light_sleep
35.63945925584501,3.1449789072551066,5,0.5375434273429308,1,light_sleep
27.64664289307742,9.704903924051408,0,0.36427176581427323,0,light_sleep
34.20927630744715,11.343722985030102,2,0.23616114399928573,0,restless
42.60337910806892,8.386720131642551,2,0.39289397803717374,0,light_sleep
43.700787893768094,11.611494875081615,1,0.5186045981716706,0,restless
49.47677042583069,5.04312340009667,7,0.7705604217466985,1,light_sleep
40.46587351187137,7.684498078240972,2,0.28141448051356,0,light_sleep
34.513294007836556,2.4986903752953653,2,0.6418623593035718,0,light_sleep
23.377096536335927,7.985160781748271,1,0.17347424321730565,0,light_sleep
19.470658181256702,6.803008797156908,2,0.5367118468683846,0,light_sleep
34.63403341548549,11.167025385231792,2,0.7353285847260809,1,restless
46.10297434773786,10.800599523309248,2,0.432552717976864,0,restless
48.1041754407552,3.9873229445537746,1,0.24606211888142787,0,deep_sleep
41.15962619453119,11.54509431424817,4,0.27664340856872194,0,restless
44.23581212609884,11.307963196531691,1,0.4479356560057375,0,restless
31.714185589648807,10.592328730838796,2,0.7300390628497441,0,restless
46.21178420718633,7.548070313429914,2,0.22281094369340587,0,light_sleep
40.950118715936334,9.74386789482491,2,0.18558494069903544,0,light_sleep
48.45383051848178,7.026139815930747,4,0.8496749714330627,0,light_sleep
23.74308849668932,9.247884010958183,0,0.5309100992681596,0,light_sleep
34.372405563984096,2.0682148157452533,4,0.7616694005923456,0,light_sleep
40.729105624912236,8.633751832651312,1,0.7888141619461828,0,light_sleep
34.37518014035845,8.752171878149804,1,0.10765358571835977,0,light_sleep
34.5316981382607,9.002873862311453,2,0.19116253332665548,0,light_sleep
42.60997225087277,8.288994189373508,6,0.7329570816863956,1,light_sleep
32.13748904339098,2.4394088422474587,0,0.680897870788423,1,deep_sleep
25.511870206538426,10.108806066834452,2,0.6776482453700059,0,restless
37.594553216402545,2.058134363019339,5,0.21633827318736262,0,light_sleep
32.87873327529755,8.161679308996348,4,0.8862368148894401,0,light_sleep
37.09431135659575,8.967301407762383,2,0.6651067337460226,0,light_sleep
45.04248569053385,10.761803397848482,2,0.7319387273969041,0,restless
50.236588552354945,6.908390069997031,4,0.15864776902484704,0,light_sleep
36.31385810962569,10.120116818802748,5,0.6655229253541062,1,restless
